order_id,order_date,region,product_id,supplier_id,quantity,unit_sales,revenue,promised_date,delivered_date,delivery_days,delivery_status,fulfillment_status,return_flag,late_flag
O000495,2025-10-26,East,P0035,S010,4,211.82,847.28,2025-10-29,2025-10-30,4,Late,Fulfilled,0,1
O000496,2025-01-29,North,P0035,S010,6,211.82,1270.92,2025-01-31,2025-01-31,2,On Time,Fulfilled,0,0
O000497,2025-02-21,North,P0026,S007,5,250.97,1254.85,2025-02-23,2025-02-23,2,On Time,Fulfilled,0,0
O000498,2025-08-27,North,P0028,S001,1,123.49,123.49,2025-09-02,2025-09-01,5,On Time,Fulfilled,0,0
O000499,2025-11-25,East,P0054,S007,6,261.11,1566.66,2025-11-27,2025-11-27,2,On Time,Fulfilled,0,0
O000500,2025-12-18,West,P0060,S001,6,118.33,709.98,2025-12-23,2025-12-24,6,Late,Fulfilled,0,1
O000501,2025-06-22,West,P0035,S010,2,211.82,423.64,2025-06-27,2025-06-28,6,Late,Fulfilled,0,1
O000502,2025-03-21,North,P0042,S007,7,315.31,2207.17,2025-03-24,2025-03-25,4,Late,Fulfilled,0,1
O000503,2025-05-01,West,P0033,S004,7,183.37,1283.59,2025-05-06,2025-05-07,6,Late,Fulfilled,0,1
O000504,2025-06-02,East,P0037,S004,2,84.71,169.42,2025-06-05,2025-06-04,2,On Time,Returned,1,0
O000505,2025-09-18,West,P0033,S004,5,183.37,916.85,2025-09-21,2025-09-21,3,On Time,Fulfilled,0,0
O000506,2025-01-23,South,P0023,S010,8,93.63,749.04,2025-01-29,2025-02-01,9,Late,Fulfilled,0,1
O000507,2025-12-18,South,P0015,S010,8,312.58,2500.64,2025-12-23,2025-12-26,8,Late,Fulfilled,0,1
O000508,2025-08-11,South,P0010,S007,7,101.15,708.05,2025-08-17,2025-08-22,11,Late,Fulfilled,0,1
O000509,2025-04-15,West,P0025,S004,1,171.85,171.85,2025-04-21,2025-04-24,9,Late,Fulfilled,0,1
O000510,2025-09-30,Central,P0033,S004,5,183.37,916.85,2025-10-05,2025-10-05,5,On Time,Fulfilled,0,0
O000511,2025-08-26,Central,P0033,S004,8,183.37,1466.96,2025-08-31,2025-08-31,5,On Time,Fulfilled,0,0
O000512,2025-05-16,East,P0058,S007,7,66.02,462.14,2025-05-19,2025-05-18,2,On Time,Fulfilled,0,0
O000513,2025-07-05,Central,P0002,S007,4,244.65,978.6,2025-07-09,2025-07-08,3,On Time,Returned,1,0
O000514,2025-04-15,West,P0024,S001,8,64.9,519.2,2025-04-19,2025-04-19,4,On Time,Fulfilled,0,0
O000515,2025-11-13,West,P0013,S004,4,290.72,1162.88,2025-11-16,2025-11-16,3,On Time,Fulfilled,0,0
O000516,2025-06-30,Central,P0037,S004,1,84.71,84.71,2025-07-04,2025-07-05,5,Late,Fulfilled,0,1
O000517,2025-10-05,Central,P0047,S010,5,108.12,540.6,2025-10-08,2025-10-11,6,Late,Fulfilled,0,1
O000518,2025-07-12,West,P0043,S010,8,254.39,2035.12,2025-07-16,2025-07-15,3,On Time,Fulfilled,0,0
O000519,2025-10-06,East,P0056,S001,1,210.07,210.07,2025-10-08,2025-10-07,1,On Time,Fulfilled,0,0
O000520,2025-02-09,South,P0031,S010,2,75.12,150.24,2025-02-14,2025-02-15,6,Late,Fulfilled,0,1
O000521,2025-08-22,South,P0021,S004,6,179.24,1075.44,2025-08-26,2025-08-25,3,On Time,Fulfilled,0,0
O000522,2025-12-19,North,P0006,S007,6,73.03,438.18,2025-12-24,2025-12-23,4,On Time,Fulfilled,0,0
O000523,2025-02-11,Central,P0046,S007,2,225.07,450.14,2025-02-15,2025-02-14,3,On Time,Fulfilled,0,0
O000524,2025-03-03,Central,P0016,S001,3,140.21,420.63,2025-03-07,2025-03-10,7,Late,Fulfilled,0,1
O000525,2025-04-22,Central,P0043,S010,5,254.39,1271.95,2025-04-24,2025-04-23,1,On Time,Fulfilled,0,0
O000526,2025-07-05,Central,P0020,S001,6,148.59,891.54,2025-07-07,2025-07-07,2,On Time,Fulfilled,0,0
O000527,2025-03-18,West,P0046,S007,5,225.07,1125.35,2025-03-23,2025-03-24,6,Late,Fulfilled,0,1
O000528,2025-10-22,Central,P0027,S010,2,275.2,550.4,2025-10-27,2025-10-27,5,On Time,Fulfilled,0,0
O000529,2025-01-28,Central,P0025,S004,3,171.85,515.55,2025-02-02,2025-02-02,5,On Time,Fulfilled,0,0
O000530,2025-07-02,North,P0015,S010,8,312.58,2500.64,2025-07-06,2025-07-07,5,Late,Fulfilled,0,1
O000531,2025-02-28,North,P0051,S010,6,159.11,954.66,2025-03-06,2025-03-06,6,On Time,Fulfilled,0,0
O000532,2025-04-14,Central,P0012,S001,4,86.98,347.92,2025-04-18,2025-04-18,4,On Time,Fulfilled,0,0
O000533,2025-07-31,South,P0025,S004,7,171.85,1202.95,2025-08-03,2025-08-02,2,On Time,Fulfilled,0,0
O000534,2025-07-03,Central,P0035,S010,8,211.82,1694.56,2025-07-08,2025-07-09,6,Late,Fulfilled,0,1
O000535,2025-06-28,East,P0052,S001,6,57.76,346.56,2025-07-03,2025-07-03,5,On Time,Fulfilled,0,0
O000536,2025-04-03,North,P0036,S001,3,98.04,294.12,2025-04-07,2025-04-06,3,On Time,Fulfilled,0,0
O000537,2025-04-22,Central,P0048,S001,7,141.97,993.79,2025-04-26,2025-04-26,4,On Time,Fulfilled,0,0
O000538,2025-10-13,North,P0018,S007,7,79.76,558.32,2025-10-16,2025-10-16,3,On Time,Fulfilled,0,0
O000539,2025-12-10,East,P0034,S007,6,263.25,1579.5,2025-12-13,2025-12-12,2,On Time,Fulfilled,0,0
O000540,2025-05-28,North,P0060,S001,4,118.33,473.32,2025-06-01,2025-05-31,3,On Time,Fulfilled,0,0
O000541,2025-10-24,South,P0043,S010,1,254.39,254.39,2025-10-27,2025-10-28,4,Late,Fulfilled,0,1
O000542,2025-07-05,South,P0024,S001,5,64.9,324.5,2025-07-08,2025-07-07,2,On Time,Fulfilled,0,0
O000543,2025-02-26,West,P0016,S001,1,140.21,140.21,2025-03-03,2025-03-02,4,On Time,Fulfilled,0,0
O000544,2025-08-19,Central,P0019,S010,6,269.79,1618.74,2025-08-25,2025-08-26,7,Late,Fulfilled,0,1
O000545,2025-05-16,South,P0047,S010,7,108.12,756.84,2025-05-18,2025-05-19,3,Late,Fulfilled,0,1
O000546,2025-11-12,North,P0056,S001,6,210.07,1260.42,2025-11-18,2025-11-17,5,On Time,Fulfilled,0,0
O000547,2025-11-30,West,P0017,S004,3,179.09,537.27,2025-12-06,2025-12-07,7,Late,Fulfilled,0,1
O000548,2025-09-04,Central,P0001,S004,2,289.3,578.6,2025-09-10,2025-09-09,5,On Time,Fulfilled,0,0
O000549,2025-10-28,West,P0001,S004,7,289.3,2025.1,2025-10-30,2025-10-29,1,On Time,Fulfilled,0,0
O000550,2025-10-27,Central,P0026,S007,4,250.97,1003.88,2025-10-30,2025-10-29,2,On Time,Fulfilled,0,0
O000551,2025-03-08,East,P0034,S007,4,263.25,1053.0,2025-03-14,2025-03-14,6,On Time,Fulfilled,0,0
O000552,2025-01-06,North,P0035,S010,7,211.82,1482.74,2025-01-11,2025-01-13,7,Late,Fulfilled,0,1
O000553,2025-10-21,South,P0003,S010,8,294.12,2352.96,2025-10-24,2025-10-25,4,Late,Fulfilled,0,1
O000554,2025-09-26,West,P0031,S010,7,75.12,525.84,2025-10-02,2025-10-01,5,On Time,Fulfilled,0,0
O000555,2025-06-21,South,P0001,S004,4,289.3,1157.2,2025-06-24,2025-06-29,8,Late,Fulfilled,0,1
O000556,2025-03-12,North,P0038,S007,1,97.26,97.26,2025-03-17,2025-03-18,6,Late,Fulfilled,0,1
O000557,2025-10-31,South,P0030,S007,7,299.53,2096.71,2025-11-03,2025-11-02,2,On Time,Fulfilled,0,0
O000558,2025-01-28,South,P0014,S007,2,195.03,390.06,2025-01-30,2025-01-29,1,On Time,Fulfilled,0,0
O000559,2025-07-30,North,P0001,S004,3,289.3,867.9,2025-08-05,2025-08-05,6,On Time,Fulfilled,0,0
O000560,2025-10-19,North,P0013,S004,4,290.72,1162.88,2025-10-22,2025-10-23,4,Late,Fulfilled,0,1
O000561,2025-09-16,West,P0054,S007,2,261.11,522.22,2025-09-19,2025-09-22,6,Late,Fulfilled,0,1
O000562,2025-06-18,North,P0052,S001,1,57.76,57.76,2025-06-22,2025-06-21,3,On Time,Fulfilled,0,0
O000563,2025-05-23,South,P0035,S010,5,211.82,1059.1,2025-05-26,2025-05-27,4,Late,Fulfilled,0,1
O000564,2025-04-20,South,P0005,S004,2,247.38,494.76,2025-04-23,2025-04-24,4,Late,Fulfilled,0,1
O000565,2025-06-16,Central,P0044,S001,5,281.48,1407.4,2025-06-22,2025-06-22,6,On Time,Fulfilled,0,0
O000566,2025-07-17,North,P0029,S004,7,76.33,534.31,2025-07-22,2025-07-22,5,On Time,Fulfilled,0,0
O000567,2025-12-05,East,P0054,S007,4,261.11,1044.44,2025-12-09,2025-12-10,5,Late,Fulfilled,0,1
O000568,2025-09-24,Central,P0032,S001,6,166.64,999.84,2025-09-30,2025-09-30,6,On Time,Fulfilled,0,0
O000569,2025-10-13,West,P0024,S001,7,64.9,454.3,2025-10-18,2025-10-17,4,On Time,Fulfilled,0,0
O000570,2025-03-06,East,P0052,S001,6,57.76,346.56,2025-03-11,2025-03-11,5,On Time,Fulfilled,0,0
O000571,2025-08-15,South,P0005,S004,1,247.38,247.38,2025-08-21,2025-08-20,5,On Time,Fulfilled,0,0
O000572,2025-05-16,Central,P0023,S010,8,93.63,749.04,2025-05-22,2025-05-23,7,Late,Fulfilled,0,1
O000573,2025-03-04,North,P0018,S007,2,79.76,159.52,2025-03-08,2025-03-09,5,Late,Fulfilled,0,1
O000574,2025-12-28,South,P0050,S007,3,37.5,112.5,2025-12-30,2025-12-29,1,On Time,Fulfilled,0,0
O000575,2025-05-05,East,P0027,S010,1,275.2,275.2,2025-05-11,2025-05-11,6,On Time,Fulfilled,0,0
O000576,2025-07-31,North,P0037,S004,5,84.71,423.55,2025-08-03,2025-08-02,2,On Time,Fulfilled,0,0
O000577,2025-06-29,Central,P0001,S004,6,289.3,1735.8,2025-07-01,2025-07-01,2,On Time,Fulfilled,0,0
O000578,2025-01-26,West,P0025,S004,7,171.85,1202.95,2025-01-30,2025-01-31,5,Late,Returned,1,1
O000579,2025-05-15,Central,P0047,S010,4,108.12,432.48,2025-05-19,2025-05-19,4,On Time,Fulfilled,0,0
O000580,2025-05-18,South,P0058,S007,5,66.02,330.1,2025-05-20,2025-05-20,2,On Time,Fulfilled,0,0
O000581,2025-08-08,South,P0029,S004,7,76.33,534.31,2025-08-10,2025-08-10,2,On Time,Fulfilled,0,0
O000582,2025-12-03,Central,P0044,S001,5,281.48,1407.4,2025-12-06,2025-12-05,2,On Time,Fulfilled,0,0
O000583,2025-06-01,North,P0013,S004,1,290.72,290.72,2025-06-04,2025-06-03,2,On Time,Returned,1,0
O000584,2025-03-16,North,P0038,S007,1,97.26,97.26,2025-03-21,2025-03-22,6,Late,Fulfilled,0,1
O000585,2025-09-12,East,P0060,S001,1,118.33,118.33,2025-09-14,2025-09-15,3,Late,Fulfilled,0,1
O000586,2025-11-06,South,P0042,S007,2,315.31,630.62,2025-11-12,2025-11-13,7,Late,Fulfilled,0,1
O000587,2025-03-05,North,P0028,S001,7,123.49,864.43,2025-03-11,2025-03-10,5,On Time,Fulfilled,0,0
O000588,2025-04-03,West,P0018,S007,6,79.76,478.56,2025-04-06,2025-04-05,2,On Time,Fulfilled,0,0
O000589,2025-05-16,East,P0040,S001,5,216.21,1081.05,2025-05-18,2025-05-17,1,On Time,Fulfilled,0,0
O000590,2025-03-22,East,P0002,S007,7,244.65,1712.55,2025-03-25,2025-03-25,3,On Time,Fulfilled,0,0
O000591,2025-08-20,East,P0055,S010,4,76.46,305.84,2025-08-26,2025-08-26,6,On Time,Fulfilled,0,0
O000592,2025-03-20,South,P0042,S007,7,315.31,2207.17,2025-03-25,2025-03-27,7,Late,Fulfilled,0,1
O000593,2025-02-21,East,P0047,S010,8,108.12,864.96,2025-02-26,2025-02-25,4,On Time,Fulfilled,0,0
O000594,2025-05-12,East,P0034,S007,8,263.25,2106.0,2025-05-15,2025-05-15,3,On Time,Fulfilled,0,0
O000595,2025-10-23,North,P0040,S001,8,216.21,1729.68,2025-10-26,2025-10-27,4,Late,Fulfilled,0,1
O000596,2025-09-26,South,P0042,S007,1,315.31,315.31,2025-09-30,2025-09-29,3,On Time,Fulfilled,0,0
O000597,2025-09-20,Central,P0026,S007,4,250.97,1003.88,2025-09-24,2025-09-25,5,Late,Fulfilled,0,1
O000598,2025-09-05,North,P0043,S010,5,254.39,1271.95,2025-09-09,2025-09-09,4,On Time,Fulfilled,0,0
O000599,2025-06-10,West,P0014,S007,3,195.03,585.09,2025-06-15,2025-06-16,6,Late,Fulfilled,0,1
O000600,2025-08-20,West,P0011,S010,5,132.12,660.6,2025-08-25,2025-08-25,5,On Time,Fulfilled,0,0
O000601,2025-06-27,South,P0007,S010,2,85.99,171.98,2025-07-03,2025-07-02,5,On Time,Fulfilled,0,0
O000602,2025-10-25,South,P0034,S007,8,263.25,2106.0,2025-10-30,2025-10-29,4,On Time,Fulfilled,0,0
O000603,2025-07-02,West,P0033,S004,3,183.37,550.11,2025-07-07,2025-07-06,4,On Time,Fulfilled,0,0
O000604,2025-05-29,West,P0002,S007,5,244.65,1223.25,2025-05-31,2025-05-31,2,On Time,Fulfilled,0,0
O000605,2025-01-09,East,P0027,S010,3,275.2,825.6,2025-01-12,2025-01-11,2,On Time,Fulfilled,0,0
O000606,2025-04-28,Central,P0007,S010,3,85.99,257.97,2025-05-03,2025-05-03,5,On Time,Fulfilled,0,0
O000607,2025-08-20,Central,P0021,S004,5,179.24,896.2,2025-08-22,2025-08-23,3,Late,Fulfilled,0,1
O000608,2025-02-07,East,P0024,S001,7,64.9,454.3,2025-02-09,2025-02-14,7,Late,Fulfilled,0,1
O000609,2025-11-05,East,P0003,S010,2,294.12,588.24,2025-11-11,2025-11-12,7,Late,Fulfilled,0,1
O000610,2025-08-15,West,P0034,S007,5,263.25,1316.25,2025-08-17,2025-08-16,1,On Time,Fulfilled,0,0
O000611,2025-05-19,East,P0044,S001,1,281.48,281.48,2025-05-21,2025-05-22,3,Late,Fulfilled,0,1
O000612,2025-08-01,North,P0002,S007,2,244.65,489.3,2025-08-03,2025-08-04,3,Late,Fulfilled,0,1
O000613,2025-01-31,East,P0033,S004,4,183.37,733.48,2025-02-04,2025-02-08,8,Late,Fulfilled,0,1
O000614,2025-06-15,East,P0005,S004,4,247.38,989.52,2025-06-17,2025-06-17,2,On Time,Fulfilled,0,0
O000615,2025-04-19,North,P0019,S010,1,269.79,269.79,2025-04-23,2025-04-24,5,Late,Fulfilled,0,1
O000616,2025-12-23,East,P0031,S010,2,75.12,150.24,2025-12-29,2025-12-28,5,On Time,Fulfilled,0,0
O000617,2025-05-17,South,P0053,S004,3,133.42,400.26,2025-05-23,2025-05-24,7,Late,Fulfilled,0,1
O000618,2025-03-05,South,P0040,S001,3,216.21,648.63,2025-03-10,2025-03-11,6,Late,Fulfilled,0,1
O000619,2025-02-16,North,P0052,S001,4,57.76,231.04,2025-02-19,2025-02-18,2,On Time,Fulfilled,0,0
O000620,2025-07-25,West,P0003,S010,3,294.12,882.36,2025-07-31,2025-08-03,9,Late,Fulfilled,0,1
O000621,2025-04-22,West,P0039,S010,4,71.46,285.84,2025-04-28,2025-04-28,6,On Time,Fulfilled,0,0
O000622,2025-09-22,West,P0012,S001,2,86.98,173.96,2025-09-25,2025-09-26,4,Late,Fulfilled,0,1
O000623,2025-10-18,North,P0011,S010,5,132.12,660.6,2025-10-21,2025-10-25,7,Late,Fulfilled,0,1
O000624,2025-07-20,West,P0041,S004,8,162.16,1297.28,2025-07-23,2025-07-24,4,Late,Fulfilled,0,1
O000625,2025-10-04,Central,P0051,S010,1,159.11,159.11,2025-10-08,2025-10-09,5,Late,Fulfilled,0,1
O000626,2025-06-15,Central,P0054,S007,7,261.11,1827.77,2025-06-20,2025-06-19,4,On Time,Fulfilled,0,0
O000627,2025-04-15,Central,P0012,S001,3,86.98,260.94,2025-04-21,2025-04-21,6,On Time,Fulfilled,0,0
O000628,2025-07-22,South,P0024,S001,6,64.9,389.4,2025-07-26,2025-07-26,4,On Time,Fulfilled,0,0
O000629,2025-07-16,West,P0012,S001,4,86.98,347.92,2025-07-18,2025-07-18,2,On Time,Fulfilled,0,0
O000630,2025-08-23,East,P0060,S001,7,118.33,828.31,2025-08-25,2025-08-26,3,Late,Returned,1,1
O000631,2025-04-25,South,P0060,S001,7,118.33,828.31,2025-05-01,2025-05-01,6,On Time,Fulfilled,0,0
O000632,2025-01-28,Central,P0034,S007,5,263.25,1316.25,2025-02-03,2025-02-04,7,Late,Fulfilled,0,1
O000633,2025-09-21,Central,P0055,S010,7,76.46,535.22,2025-09-27,2025-09-28,7,Late,Fulfilled,0,1
O000634,2025-02-18,East,P0006,S007,1,73.03,73.03,2025-02-21,2025-02-22,4,Late,Fulfilled,0,1
O000635,2025-10-21,South,P0035,S010,6,211.82,1270.92,2025-10-26,2025-10-30,9,Late,Fulfilled,0,1
O000636,2025-03-31,South,P0056,S001,7,210.07,1470.49,2025-04-06,2025-04-07,7,Late,Fulfilled,0,1
O000637,2025-05-15,Central,P0031,S010,5,75.12,375.6,2025-05-18,2025-05-18,3,On Time,Fulfilled,0,0
O000638,2025-01-11,West,P0008,S001,4,158.77,635.08,2025-01-14,2025-01-13,2,On Time,Fulfilled,0,0
O000639,2025-09-16,West,P0023,S010,2,93.63,187.26,2025-09-22,2025-09-21,5,On Time,Fulfilled,0,0
O000640,2025-04-16,South,P0006,S007,6,73.03,438.18,2025-04-21,2025-04-21,5,On Time,Fulfilled,0,0
O000641,2025-12-20,Central,P0037,S004,6,84.71,508.26,2025-12-26,2025-12-29,9,Late,Fulfilled,0,1
O000642,2025-01-17,East,P0025,S004,5,171.85,859.25,2025-01-21,2025-01-21,4,On Time,Fulfilled,0,0
O000643,2025-03-17,South,P0024,S001,3,64.9,194.7,2025-03-21,2025-03-22,5,Late,Fulfilled,0,1
O000644,2025-06-16,West,P0036,S001,2,98.04,196.08,2025-06-21,2025-06-22,6,Late,Fulfilled,0,1
O000645,2025-03-05,Central,P0038,S007,1,97.26,97.26,2025-03-09,2025-03-10,5,Late,Fulfilled,0,1
O000646,2025-01-30,Central,P0043,S010,8,254.39,2035.12,2025-02-04,2025-02-04,5,On Time,Fulfilled,0,0
O000647,2025-12-04,West,P0007,S010,4,85.99,343.96,2025-12-07,2025-12-08,4,Late,Fulfilled,0,1
O000648,2025-06-20,East,P0034,S007,6,263.25,1579.5,2025-06-26,2025-06-27,7,Late,Fulfilled,0,1
O000649,2025-04-29,Central,P0048,S001,6,141.97,851.82,2025-05-01,2025-05-07,8,Late,Fulfilled,0,1
O000650,2025-07-27,North,P0057,S004,4,302.85,1211.4,2025-07-31,2025-07-31,4,On Time,Fulfilled,0,0
O000651,2025-05-04,North,P0016,S001,8,140.21,1121.68,2025-05-09,2025-05-10,6,Late,Fulfilled,0,1
O000652,2025-09-03,East,P0040,S001,4,216.21,864.84,2025-09-08,2025-09-09,6,Late,Fulfilled,0,1
O000653,2025-12-21,Central,P0038,S007,6,97.26,583.56,2025-12-26,2025-12-26,5,On Time,Fulfilled,0,0
O000654,2025-01-24,North,P0007,S010,1,85.99,85.99,2025-01-28,2025-01-27,3,On Time,Fulfilled,0,0
O000655,2025-04-23,West,P0007,S010,6,85.99,515.94,2025-04-28,2025-04-27,4,On Time,Fulfilled,0,0
O000656,2025-08-21,North,P0058,S007,3,66.02,198.06,2025-08-25,2025-08-27,6,Late,Fulfilled,0,1
O000657,2025-07-25,West,P0038,S007,6,97.26,583.56,2025-07-28,2025-07-29,4,Late,Fulfilled,0,1
O000658,2025-03-20,South,P0047,S010,3,108.12,324.36,2025-03-23,2025-03-22,2,On Time,Fulfilled,0,0
O000659,2025-02-01,Central,P0021,S004,7,179.24,1254.68,2025-02-04,2025-02-04,3,On Time,Fulfilled,0,0
O000660,2025-12-01,East,P0056,S001,6,210.07,1260.42,2025-12-04,2025-12-05,4,Late,Fulfilled,0,1
O000661,2025-01-21,West,P0051,S010,3,159.11,477.33,2025-01-24,2025-01-25,4,Late,Fulfilled,0,1
O000662,2025-09-19,West,P0034,S007,3,263.25,789.75,2025-09-22,2025-09-21,2,On Time,Fulfilled,0,0
O000663,2025-05-09,East,P0042,S007,8,315.31,2522.48,2025-05-12,2025-05-11,2,On Time,Fulfilled,0,0
O000664,2025-10-14,South,P0052,S001,6,57.76,346.56,2025-10-19,2025-10-19,5,On Time,Fulfilled,0,0
O000665,2025-10-25,North,P0051,S010,4,159.11,636.44,2025-10-28,2025-10-31,6,Late,Fulfilled,0,1
O000666,2025-03-29,South,P0056,S001,1,210.07,210.07,2025-04-03,2025-04-04,6,Late,Fulfilled,0,1
O000667,2025-05-14,West,P0033,S004,3,183.37,550.11,2025-05-19,2025-05-20,6,Late,Fulfilled,0,1
O000668,2025-06-02,Central,P0027,S010,7,275.2,1926.4,2025-06-08,2025-06-07,5,On Time,Fulfilled,0,0
O000669,2025-04-27,North,P0001,S004,2,289.3,578.6,2025-04-30,2025-05-01,4,Late,Fulfilled,0,1
O000670,2025-08-31,North,P0022,S007,7,174.48,1221.36,2025-09-06,2025-09-05,5,On Time,Fulfilled,0,0
O000671,2025-05-14,West,P0032,S001,7,166.64,1166.48,2025-05-19,2025-05-20,6,Late,Fulfilled,0,1
O000672,2025-11-18,West,P0008,S001,7,158.77,1111.39,2025-11-22,2025-11-21,3,On Time,Fulfilled,0,0
O000673,2025-09-20,East,P0026,S007,7,250.97,1756.79,2025-09-26,2025-09-25,5,On Time,Fulfilled,0,0
O000674,2025-10-11,Central,P0030,S007,6,299.53,1797.18,2025-10-17,2025-10-18,7,Late,Returned,1,1
O000675,2025-11-09,West,P0034,S007,6,263.25,1579.5,2025-11-15,2025-11-15,6,On Time,Fulfilled,0,0
O000676,2025-01-17,East,P0032,S001,5,166.64,833.2,2025-01-20,2025-01-21,4,Late,Fulfilled,0,1
O000677,2025-04-08,South,P0031,S010,2,75.12,150.24,2025-04-13,2025-04-13,5,On Time,Fulfilled,0,0
O000678,2025-06-21,Central,P0050,S007,6,37.5,225.0,2025-06-23,2025-06-25,4,Late,Fulfilled,0,1
O000679,2025-08-27,Central,P0051,S010,2,159.11,318.22,2025-09-01,2025-09-02,6,Late,Fulfilled,0,1
O000680,2025-03-19,South,P0022,S007,1,174.48,174.48,2025-03-23,2025-03-22,3,On Time,Fulfilled,0,0
O000681,2025-07-27,South,P0013,S004,4,290.72,1162.88,2025-07-31,2025-07-30,3,On Time,Fulfilled,0,0
O000682,2025-10-13,East,P0021,S004,4,179.24,716.96,2025-10-17,2025-10-18,5,Late,Fulfilled,0,1
O000683,2025-06-20,North,P0022,S007,8,174.48,1395.84,2025-06-24,2025-06-29,9,Late,Fulfilled,0,1
O000684,2025-02-09,East,P0039,S010,6,71.46,428.76,2025-02-13,2025-02-12,3,On Time,Fulfilled,0,0
O000685,2025-01-08,South,P0044,S001,2,281.48,562.96,2025-01-14,2025-01-17,9,Late,Fulfilled,0,1
O000686,2025-04-03,West,P0012,S001,7,86.98,608.86,2025-04-07,2025-04-07,4,On Time,Fulfilled,0,0
O000687,2025-01-28,West,P0002,S007,3,244.65,733.95,2025-02-03,2025-02-03,6,On Time,Fulfilled,0,0
O000688,2025-03-10,East,P0054,S007,7,261.11,1827.77,2025-03-13,2025-03-12,2,On Time,Fulfilled,0,0
O000689,2025-08-24,West,P0022,S007,8,174.48,1395.84,2025-08-30,2025-08-29,5,On Time,Fulfilled,0,0
O000690,2025-12-05,North,P0011,S010,2,132.12,264.24,2025-12-09,2025-12-08,3,On Time,Fulfilled,0,0
O000691,2025-01-29,Central,P0049,S004,8,224.76,1798.08,2025-02-01,2025-01-31,2,On Time,Fulfilled,0,0
O000692,2025-11-07,North,P0032,S001,8,166.64,1333.12,2025-11-12,2025-11-11,4,On Time,Fulfilled,0,0
O000693,2025-08-29,West,P0056,S001,1,210.07,210.07,2025-09-02,2025-09-01,3,On Time,Fulfilled,0,0
O000694,2025-10-23,Central,P0039,S010,7,71.46,500.22,2025-10-27,2025-10-27,4,On Time,Fulfilled,0,0
O000695,2025-09-12,Central,P0051,S010,3,159.11,477.33,2025-09-17,2025-09-18,6,Late,Returned,1,1
O000696,2025-04-27,Central,P0050,S007,5,37.5,187.5,2025-04-30,2025-04-29,2,On Time,Fulfilled,0,0
O000697,2025-11-15,East,P0023,S010,8,93.63,749.04,2025-11-17,2025-11-17,2,On Time,Fulfilled,0,0
O000698,2025-09-01,West,P0029,S004,5,76.33,381.65,2025-09-05,2025-09-05,4,On Time,Fulfilled,0,0
O000699,2025-09-06,East,P0014,S007,3,195.03,585.09,2025-09-09,2025-09-10,4,Late,Fulfilled,0,1
O000700,2025-06-05,South,P0010,S007,8,101.15,809.2,2025-06-07,2025-06-08,3,Late,Fulfilled,0,1
O000701,2025-04-18,West,P0049,S004,3,224.76,674.28,2025-04-21,2025-04-20,2,On Time,Fulfilled,0,0
O000702,2025-01-04,South,P0055,S010,5,76.46,382.3,2025-01-08,2025-01-09,5,Late,Fulfilled,0,1
O000703,2025-09-15,East,P0051,S010,1,159.11,159.11,2025-09-19,2025-09-20,5,Late,Fulfilled,0,1
O000704,2025-04-16,South,P0015,S010,4,312.58,1250.32,2025-04-22,2025-04-21,5,On Time,Fulfilled,0,0
O000705,2025-12-11,North,P0001,S004,2,289.3,578.6,2025-12-13,2025-12-12,1,On Time,Fulfilled,0,0
O000706,2025-11-16,West,P0023,S010,8,93.63,749.04,2025-11-22,2025-11-23,7,Late,Fulfilled,0,1
O000707,2025-02-11,Central,P0035,S010,7,211.82,1482.74,2025-02-17,2025-02-16,5,On Time,Fulfilled,0,0
O000708,2025-12-04,Central,P0048,S001,8,141.97,1135.76,2025-12-06,2025-12-06,2,On Time,Fulfilled,0,0
O000709,2025-10-06,West,P0005,S004,3,247.38,742.14,2025-10-09,2025-10-08,2,On Time,Fulfilled,0,0
O000710,2025-06-29,East,P0016,S001,4,140.21,560.84,2025-07-04,2025-07-03,4,On Time,Fulfilled,0,0
O000711,2025-07-27,Central,P0015,S010,2,312.58,625.16,2025-08-02,2025-08-02,6,On Time,Fulfilled,0,0
O000712,2025-06-30,East,P0058,S007,4,66.02,264.08,2025-07-05,2025-07-10,10,Late,Fulfilled,0,1
O000713,2025-04-25,West,P0006,S007,6,73.03,438.18,2025-04-29,2025-04-29,4,On Time,Fulfilled,0,0
O000714,2025-04-23,North,P0001,S004,1,289.3,289.3,2025-04-29,2025-04-28,5,On Time,Fulfilled,0,0
O000715,2025-08-11,North,P0043,S010,3,254.39,763.17,2025-08-14,2025-08-13,2,On Time,Fulfilled,0,0
O000716,2025-06-02,North,P0049,S004,4,224.76,899.04,2025-06-04,2025-06-04,2,On Time,Fulfilled,0,0
O000717,2025-06-09,West,P0025,S004,5,171.85,859.25,2025-06-12,2025-06-12,3,On Time,Fulfilled,0,0
O000718,2025-01-25,East,P0060,S001,2,118.33,236.66,2025-01-30,2025-01-29,4,On Time,Fulfilled,0,0
O000719,2025-09-13,North,P0050,S007,5,37.5,187.5,2025-09-17,2025-09-19,6,Late,Fulfilled,0,1
O000720,2025-11-21,Central,P0042,S007,4,315.31,1261.24,2025-11-26,2025-11-30,9,Late,Fulfilled,0,1
O000721,2025-04-14,East,P0029,S004,1,76.33,76.33,2025-04-16,2025-04-17,3,Late,Returned,1,1
O000722,2025-12-02,South,P0009,S004,1,209.42,209.42,2025-12-05,2025-12-05,3,On Time,Fulfilled,0,0
